"N° Dossier","Client","Chantier","N° Devis","Client - Chantier"
"101845","Engie","Champs sur Marne - Disjoncteur","31995","Engie - Champs sur Marne - Disjoncteur"
"101846","Engie","Dauphine - LT Chaufferie","32074","Engie - Dauphine - LT Chaufferie"
"101847","Neltech","Gs Bobigny","32143A","Neltech - Gs Bobigny"
"101848","Mairie du Pré Saint Gervais","Maintenance 2024 - Pré Saint Gervais","31964A","Mairie du Pré Saint Gervais - Maintenance 2024 - Pré Saint Gervais"
"101851","Tridant","Covea Boulogne","32139","Tridant - Covea Boulogne"
"101854","Axima","Maintenance 2024 - Hotel du Grand Quartier","32233","Axima - Maintenance 2024 - Hotel du Grand Quartier"
"101855","Energilec","Canopy - Dépannage R+4 / RDC Z1 SDR","32258","Energilec - Canopy - Dépannage R+4 / RDC Z1 SDR"
"101858","Cogéclim","RATP PDT - Passerelle Mbus","32273","Cogéclim - RATP PDT - Passerelle Mbus"
"101859","Rougnon","ICV B1 - Complément GTB","32193A","Rougnon - ICV B1 - Complément GTB"
"101860","MATE","Crous - TS ","32279","MATE - Crous - TS "
"101861","Rougnon","Sopark - Tablette R+2 Dépannage","32265","Rougnon - Sopark - Tablette R+2 Dépannage"
"101862","Energilec","Canopy - Cloisonnement R+1 Z1","32230.","Energilec - Canopy - Cloisonnement R+1 Z1"
"101863","Energilec","Canopy - Cloisonnement R+15 Z1/Z2","32230","Energilec - Canopy - Cloisonnement R+15 Z1/Z2"
"101868","Gtie","Villepinte - Hall 5A","31666A","Gtie - Villepinte - Hall 5A"
"101869","Gtie","Villepinte - Hall 8.2","32285","Gtie - Villepinte - Hall 8.2"
"101870","Gtie","Villepinte - Hall 8.1","32268","Gtie - Villepinte - Hall 8.1"
"101871","Rougnon","Sopark - Maintenance 2024","30313-24","Rougnon - Sopark - Maintenance 2024"
"101872","Optim Energie","CEA Serveur","32160A","Optim Energie - CEA Serveur"
"101874","Groupe BDL","IMB Amiens","32043B","Groupe BDL - IMB Amiens"
"101875","ASGard","Sous-Station - Satary - Quartier Joffre Drouot","32348","ASGard - Sous-Station - Satary - Quartier Joffre Drouot"
"101876","Atalian","Campus WPP - Maintenance 2023","31953","Atalian - Campus WPP - Maintenance 2023"
"101878","Optim Energie","Bellini Gaming - Contrôle et formation","32315","Optim Energie - Bellini Gaming - Contrôle et formation"
"101882","Brunier","E.Brontes - Audit","32383","Brunier - E.Brontes - Audit"
"101883","Rougnon","Le Retiro Cartier - Salle Rotonde","32211A","Rougnon - Le Retiro Cartier - Salle Rotonde"
"101884","Idex","Neuilly","32284","Idex - Neuilly"
"101886","IDFC","Tribe - Coffret pompes echangeurs + VC","32339A","IDFC - Tribe - Coffret pompes echangeurs + VC"
"101887","Brunier","GTB Elsa Trioler","32321","Brunier - GTB Elsa Trioler"
"101888","Techni+","Systra - TS","32280","Techni+ - Systra - TS"
"101891","Faceo","Thales CTA01 - Dépannage 2 jours","32345","Faceo - Thales CTA01 - Dépannage 2 jours"
"101893","Elec GCR","Lycée Versailles","32336","Elec GCR - Lycée Versailles"
"101894","Elec GCR","Lycée Meudon","32335","Elec GCR - Lycée Meudon"
"101897","Rougnon","Le Retiro Cartier - Compteur d'eau","32212","Rougnon - Le Retiro Cartier - Compteur d'eau"
"101900","Rougnon","9bd Vaugirard Paris","32317","Rougnon - 9bd Vaugirard Paris"
"101902","Fern Energies","Defense","32341","Fern Energies - Defense"
"101903","Fern Energies","FOCD2 Gestion CCF","31594B","Fern Energies - FOCD2 Gestion CCF"
"101904","EAGC","Bobigny - Cœur de Ville","32340","EAGC - Bobigny - Cœur de Ville"
"101907","Energilec","Canopy - Cloisonnement R+9 et R+10","32216","Energilec - Canopy - Cloisonnement R+9 et R+10"
"101908","Geteo","Front Office - Dépannage 963","32385","Geteo - Front Office - Dépannage 963"
"101909","Geteo","Front Office - Maintenance","32384","Geteo - Front Office - Maintenance"
"101910","Produal","Variateurs CD7678","32413","Produal - Variateurs CD7678"
"101911","IDFC","Aulnay 60 logements - Coffret electrique","31520","IDFC - Aulnay 60 logements - Coffret electrique"
"101912","Atalian","Air France Rue du Cirque - Parametrage telecommandes","32294","Atalian - Air France Rue du Cirque - Parametrage telecommandes"
"101913","Electrofluid","AFCA - Reprise et cloisonnement VC existant","31878","Electrofluid - AFCA - Reprise et cloisonnement VC existant"
"101914","Agec","Carrefour Mondeville - Partie 2","32312A","Agec - Carrefour Mondeville - Partie 2"
"101915","Hervé Thermique","Bas eMilitaire Taverny","32127A","Hervé Thermique - Bas eMilitaire Taverny"
"101916","VCSP Betiment France","Emeraude - Maintenace 2024","32068","VCSP Betiment France - Emeraude - Maintenace 2024"
"101917","Etec","GTC Leclerc","32414","Etec - GTC Leclerc"
"101918","Hervé Thermique","Piscine Eaubonne - Remise en état","32343","Hervé Thermique - Piscine Eaubonne - Remise en état"
"101919","Intuitech","GTB Joallerie Rebais","32266A","Intuitech - GTB Joallerie Rebais"
"101920","Rougnon","LCL Versailles - Dépannage","32422","Rougnon - LCL Versailles - Dépannage"
"101921","LG Froid","Val d'Europe","32122D","LG Froid - Val d'Europe"
"101922","Geteo","Front Office - Cloisonnement","32333","Geteo - Front Office - Cloisonnement"
"101923","Ltdf","Arnouville Ecole Jean - Monnet","32369","Ltdf - Arnouville Ecole Jean - Monnet"
"101924","Aeroclim","Sandro Fournitures","32463","Aeroclim - Sandro Fournitures"
"101925","Dalkia","Piscine Provins - dépannage","32469","Dalkia - Piscine Provins - dépannage"
"101926","GRP Parisien","Pilotage de 10 chauffages électriques avec S1000","32453","GRP Parisien - Pilotage de 10 chauffages électriques avec S1000"
"101927","Techni +","Thales - Reprise point CTA","32129","Techni + - Thales - Reprise point CTA"
"101928","UTB","Gymnase Pablo Neruda - Fourniture","32128A","UTB - Gymnase Pablo Neruda - Fourniture"
"101929","Rougnon","Le Retiro / Cartier","32161","Rougnon - Le Retiro / Cartier"
"101930","Derichebourg","Robert Debre PH3","31973A","Derichebourg - Robert Debre PH3"
"101931","Cogeclim","Gare de Thiais","32453","Cogeclim - Gare de Thiais"
"101932","Idfc","Sous-station 121 logements","32410A","Idfc - Sous-station 121 logements"
"101933","Fern","Matériel","31422H","Fern - Matériel"
"101934","Secla","Chaufferie Gretz","32014","Secla - Chaufferie Gretz"
"101936","Rougnon","Extensions sup.","32435","Rougnon - Extensions sup."
"101937","Eco","Chaufferie","32411","Eco - Chaufferie"
"101938","CA Paris","Piscine Robert Préault","32313","CA Paris - Piscine Robert Préault"
"101939","ACO2","Bellini Gaming","32364","ACO2 - Bellini Gaming"
"101940","Mairie du Pré St-Gervais","Ecole Anatole France","32439","Mairie du Pré St-Gervais - Ecole Anatole France"
"101941","Cbre Gws France","ETZ2","32418","Cbre Gws France - ETZ2"
"101942","Idfc","Hotel Triche Clichy","32440","Idfc - Hotel Triche Clichy"
"101943","Meldoise Energies","Pôle musicale de Meaux","30955A","Meldoise Energies - Pôle musicale de Meaux"
"101944","Engie Energie Sces","Villemomble","32374A","Engie Energie Sces - Villemomble"
"101945","Solvac","Bâtiment Eicar","32444","Solvac - Bâtiment Eicar"
"101946","Energilec","Canopy","32451","Energilec - Canopy"
"101947","Gpe Mongreville","Chantier Mercure Sacré Cœur","32454","Gpe Mongreville - Chantier Mercure Sacré Cœur"
"101948","Aéroclim","Vapiano Marbeuf","32428","Aéroclim - Vapiano Marbeuf"
"101949","Dalkia","DA seb","32429A","Dalkia - DA seb"
"101950","Geteo","Richelieu - PC GTB","32350","Geteo - Richelieu - PC GTB"
"101951","Cogeclim","RATP Bagneux","32458","Cogeclim - RATP Bagneux"
"101952","Covea","Tivoli GTB","32408A","Covea - Tivoli GTB"
"101953","Cogeclim","Genopole Evry","32346A","Cogeclim - Genopole Evry"
"101954","Sicra","Courbevoie Paul Bert - Fourniture","32441","Sicra - Courbevoie Paul Bert - Fourniture"
"101955","Sicra","Courbevoie Paul Bert - Aree","32430A","Sicra - Courbevoie Paul Bert - Aree"
"101956","STT","Francois 1er - Remplacement automate","32415A","STT - Francois 1er - Remplacement automate"
"101957","Gie CIBail","Tivoli GTB - Partie travaux","32381","Gie CIBail - Tivoli GTB - Partie travaux"
"101958","Vinci facilities BAM","Canopy - Fourniture télécommande","32166","Vinci facilities BAM - Canopy - Fourniture télécommande"
"101959","Brunier","Lycée Parc de Vilgenis Massy","31890","Brunier - Lycée Parc de Vilgenis Massy"
"101960","Rougnon","Le Retiro Cartier - Zoning D214-D216","32144","Rougnon - Le Retiro Cartier - Zoning D214-D216"
"101961","Etec","ADS - Spie Formation Distech","32203","Etec - ADS - Spie Formation Distech"
"101962","Etec","Campus 41 Blois","30204","Etec - Campus 41 Blois"
"101963","FPL","Fourniture CEA","32205","FPL - Fourniture CEA"
"101964","RIB SA","Fourniture","32170","RIB SA - Fourniture"
"101965","SPIREC","Fourniture","32206","SPIREC - Fourniture"
"101966","Etec","Campus 41 Blois Geothermie","32202","Etec - Campus 41 Blois Geothermie"
"101959","Dalkia","Dammarie-les-Lys","32032B","Dalkia - Dammarie-les-Lys"
"101960","Groupe Mongreville","Chantier Mercure Sacré Cœur - Supplément","32478","Groupe Mongreville - Chantier Mercure Sacré Cœur - Supplément"
"101961","Cabinet Proxima Syndic","Imm 228 - Champs s/Marne","32449","Cabinet Proxima Syndic - Imm 228 - Champs s/Marne"
"101962","IDFC","Sous-Station Cachan","32462","IDFC - Sous-Station Cachan"
"101963","Clim5S","Finlay - Fourniture","32480","Clim5S - Finlay - Fourniture"
"101964","Cogeclim","Leroy Merlin Paris 3 - Passerelle","32246","Cogeclim - Leroy Merlin Paris 3 - Passerelle"
"101965","Eco","Chaufferie Garges les Gonesse","32483","Eco - Chaufferie Garges les Gonesse"
"101966","Secla","DSIN","32314","Secla - DSIN"
"101967","Etec","Campus 41 Blois","32202","Etec - Campus 41 Blois"
"101968","Opéra","40 rue de la Folie Régnault","32487","Opéra - 40 rue de la Folie Régnault"
"101969","Enerchauf","Fourniture Champs","32490","Enerchauf - Fourniture Champs"
"101970","GTIE Expo","Villepinte Hall 1 à 4","32470","GTIE Expo - Villepinte Hall 1 à 4"
